feature_id	effect	p	study_id	analysis_id	platform	ion_mode	evidence_family	acquisition_source	perfect_group_block	rank_group_correlation	interpretation	q_evidence_family	direction
AN004963__124	-0.00757961660647483	0.889046367225066	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.977691472569379	lower_in_early_ESCC
AN004963__128	0.00115093104009144	0.88936420557713	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.977691472569379	higher_in_early_ESCC
AN004963__6	0.0152722243070244	0.89386113384834	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.978785637959946	higher_in_early_ESCC
AN004963__81	-0.00124573865779022	0.901371503729636	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.978785637959946	lower_in_early_ESCC
AN004963__166	0.00100126207309975	0.897910853544482	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.978785637959946	higher_in_early_ESCC
AN004963__197	0.0177192344540304	0.902556226903876	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.978785637959946	higher_in_early_ESCC
AN004963__145	0.000953118048329039	0.907241455812233	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.980553896685949	higher_in_early_ESCC
AN004962__130	-0.000452501184940114	0.921256689558834	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.981223611319655	lower_in_early_ESCC
AN004962__144	-0.00243985948517321	0.919177072896712	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.981223611319655	lower_in_early_ESCC
AN004962__221	-0.0130107610030298	0.923144955197931	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.981223611319655	lower_in_early_ESCC
AN004963__10	0.0275416635244342	0.917650633154586	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.981223611319655	higher_in_early_ESCC
AN004963__208	-0.000833764276958776	0.920737600588899	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.981223611319655	lower_in_early_ESCC
AN004962__7	-0.0144494373269844	0.938614768311924	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.983244015759424	lower_in_early_ESCC
AN004962__106	-0.0119163316492825	0.936954416237763	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.983244015759424	lower_in_early_ESCC
AN004962__223	-0.000126350110069234	0.933481452068983	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.983244015759424	lower_in_early_ESCC
AN004962__263	-0.0132623734288522	0.943424164653903	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.983244015759424	lower_in_early_ESCC
AN004963__177	-0.00248514853474732	0.941002609809399	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.983244015759424	lower_in_early_ESCC
AN004963__212	0.00100163788553739	0.938755592186517	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.983244015759424	higher_in_early_ESCC
AN004962__187	0.0046294229174036	0.947004677528689	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.983781558209415	higher_in_early_ESCC
AN004963__142	0.000465109572748954	0.951987424944847	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.985767623894503	higher_in_early_ESCC
AN004962__57	-0.00653793277460396	0.958836207426086	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.989666953645574	lower_in_early_ESCC
AN004962__247	0.0134671973842992	0.970617853690158	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.992255831320193	higher_in_early_ESCC
AN004963__61	-0.000291700407336775	0.969762699339635	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.992255831320193	lower_in_early_ESCC
AN004963__105	0.000342478533675179	0.964840194049661	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.992255831320193	higher_in_early_ESCC
AN004962__151	-0.000344272611054799	0.984067418423123	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.999931167160911	lower_in_early_ESCC
AN004963__79	2.23854148786355e-05	0.999620466833579	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.999931167160911	higher_in_early_ESCC
AN004963__91	0.000842589598925244	0.992995923065306	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.999931167160911	higher_in_early_ESCC
AN004963__104	9.82933254545995e-07	0.999931167160911	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.999931167160911	higher_in_early_ESCC
AN004963__117	3.34396451771505e-05	0.996532754171987	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.999931167160911	higher_in_early_ESCC
AN004963__167	7.55389243653788e-05	0.992166466726371	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.999931167160911	higher_in_early_ESCC
AN004963__187	-8.61247762691236e-06	0.999106864022625	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.999931167160911	lower_in_early_ESCC
